tenure_months,monthly_charges,usage_minutes,support_calls,payment_delay_days,contract_type,autopay,num_services,satisfaction_score,signup_channel,marketing_segment,churn
11,132.52,478,4,0.9,one-year,1,3,3.0,ads,B,1
7,84.83,385,6,7.5,one-year,0,5,9.0,ads,A,0
31,135.18,441,1,0.0,month-to-month,1,4,10.0,referral,B,0
19,143.7,375,5,12.0,month-to-month,0,2,4.0,ads,A,1
36,58.54,488,0,4.2,month-to-month,1,3,4.0,referral,A,0
41,122.27,554,0,0.0,one-year,1,5,6.0,partner,A,0
16,47.76,530,5,8.3,month-to-month,1,4,4.0,partner,A,1
1,72.0,458,4,11.3,month-to-month,0,4,6.0,referral,C,1
23,34.75,582,4,11.1,month-to-month,0,1,6.0,ads,B,1
41,98.39,401,2,0.0,two-year,1,1,7.0,organic,C,0
17,102.14,520,6,3.7,two-year,1,4,3.0,ads,C,0
46,46.49,298,3,1.5,one-year,1,4,8.0,ads,B,0
38,94.53,496,2,4.1,month-to-month,0,5,8.0,referral,A,0
45,132.95,493,4,3.5,two-year,1,3,5.0,referral,A,0
20,66.68,383,1,0.4,month-to-month,0,2,8.0,ads,A,1
44,67.13,484,3,0.0,month-to-month,1,4,7.0,organic,B,0
58,141.85,416,3,13.1,one-year,0,4,10.0,referral,A,0
48,83.96,647,2,4.9,month-to-month,0,2,3.0,organic,C,0
27,128.91,453,4,6.7,month-to-month,0,1,6.0,organic,A,0
36,137.83,69,6,8.1,month-to-month,0,3,2.0,partner,C,1
53,84.72,261,2,5.4,two-year,0,2,9.0,partner,C,0
66,135.04,420,3,0.0,one-year,1,5,5.0,ads,A,0
30,124.56,224,0,4.0,two-year,0,5,6.0,ads,B,0
30,58.89,399,2,1.7,month-to-month,0,4,5.0,ads,A,1
25,44.6,531,5,7.6,month-to-month,1,5,3.0,ads,B,1
72,97.29,530,3,5.4,one-year,0,4,8.0,ads,B,0
27,84.91,516,0,0.0,month-to-month,0,3,10.0,ads,A,0
33,124.25,184,1,5.4,two-year,1,5,7.0,referral,A,0
14,137.97,530,2,7.7,two-year,0,4,8.0,ads,C,0
31,108.72,451,3,1.5,one-year,0,2,8.0,ads,B,0
10,148.34,727,6,2.8,month-to-month,1,1,4.0,referral,A,1
24,52.81,352,5,5.8,one-year,0,2,3.0,ads,B,0
1,54.75,517,4,6.5,month-to-month,1,4,6.0,ads,B,1
54,26.07,343,1,2.8,month-to-month,1,3,7.0,referral,B,0
52,41.96,333,1,4.5,month-to-month,0,5,7.0,organic,C,0
14,111.47,516,5,2.3,month-to-month,1,3,6.0,ads,C,1
55,85.84,224,0,2.7,one-year,0,5,8.0,referral,A,0
37,68.34,284,4,0.0,month-to-month,1,2,8.0,ads,B,0
22,119.68,444,4,13.6,month-to-month,0,2,6.0,partner,B,1
30,112.06,355,4,10.0,two-year,1,1,7.0,ads,C,0
49,32.83,452,6,0.0,two-year,1,2,6.0,organic,A,0
72,112.23,442,1,0.3,month-to-month,1,3,10.0,referral,B,0
10,77.93,388,3,12.8,month-to-month,0,2,6.0,ads,A,0
43,44.3,152,1,3.4,month-to-month,1,6,9.0,organic,A,0
66,103.45,441,0,0.0,two-year,1,3,10.0,referral,C,0
7,37.66,530,3,5.7,month-to-month,0,4,6.0,organic,B,1
3,148.97,480,6,8.2,two-year,1,2,5.0,ads,C,1
27,134.55,184,7,13.8,month-to-month,0,2,3.0,partner,B,1
41,50.66,339,5,4.1,month-to-month,0,3,8.0,ads,A,0
25,96.91,530,0,0.0,two-year,1,4,7.0,referral,C,0
35,143.76,596,4,10.8,month-to-month,0,3,10.0,ads,C,0
38,135.35,419,2,0.2,month-to-month,1,3,4.0,referral,B,0
14,68.4,199,5,12.0,month-to-month,0,3,7.0,partner,A,1
23,100.74,320,4,8.9,month-to-month,1,2,3.0,organic,C,1
18,113.84,316,3,6.3,one-year,1,1,6.0,ads,A,0
36,36.66,436,3,0.4,one-year,1,5,6.0,ads,A,0
25,86.44,419,1,0.6,month-to-month,1,4,8.0,referral,A,0
10,116.41,355,6,12.2,one-year,0,3,7.0,partner,B,0
51,24.35,166,5,7.4,month-to-month,1,3,5.0,ads,A,0
46,47.41,277,1,0.0,month-to-month,1,2,9.0,organic,A,0
43,81.65,464,3,6.6,one-year,1,1,8.0,ads,C,0
9,106.98,376,3,2.4,month-to-month,1,5,6.0,referral,B,0
19,149.02,381,4,5.5,month-to-month,1,2,8.0,ads,A,0
45,135.41,257,3,4.9,one-year,0,3,6.0,organic,A,1
72,113.31,584,1,0.0,two-year,1,4,5.0,ads,C,0
4,59.37,97,5,1.0,one-year,1,3,7.0,organic,A,0
33,145.3,624,3,0.0,one-year,1,2,7.0,organic,C,0
36,116.76,476,2,1.6,one-year,1,2,6.0,organic,B,0
40,107.99,343,4,8.0,one-year,1,3,10.0,referral,A,0
72,132.15,374,0,0.0,one-year,1,5,6.0,ads,A,0
28,91.81,392,0,2.5,two-year,0,4,7.0,partner,C,0
39,82.67,495,1,4.4,month-to-month,1,3,5.0,organic,C,0
29,23.49,399,3,2.9,month-to-month,0,1,4.0,referral,A,1
26,92.27,596,3,14.7,month-to-month,1,3,3.0,ads,A,1
35,118.12,260,2,0.7,two-year,1,4,9.0,organic,C,0
32,28.51,514,4,7.4,month-to-month,1,1,7.0,referral,C,1
55,138.42,533,3,4.9,one-year,0,3,6.0,referral,B,0
12,115.62,286,5,0.7,one-year,0,2,5.0,referral,A,0
32,103.42,449,6,9.8,two-year,0,4,8.0,ads,B,0
4,134.54,423,4,4.0,one-year,0,4,7.0,ads,A,0
32,49.94,482,1,0.0,month-to-month,0,2,7.0,ads,A,1
37,93.21,444,1,7.0,month-to-month,0,5,5.0,ads,C,0
46,91.33,404,0,0.0,two-year,1,4,6.0,referral,A,0
33,35.34,393,2,9.2,one-year,1,4,6.0,referral,B,0
28,74.15,403,4,12.2,month-to-month,1,2,2.0,ads,A,0
26,131.17,323,6,0.8,one-year,1,2,10.0,organic,C,0
41,131.98,332,2,9.8,month-to-month,1,2,4.0,ads,C,0
13,129.83,389,5,7.8,two-year,0,1,5.0,ads,B,1
62,31.25,511,1,0.0,one-year,1,2,10.0,ads,B,0
63,58.23,309,0,0.0,one-year,0,3,8.0,ads,B,0
47,109.78,498,1,0.0,one-year,1,3,7.0,referral,A,0
61,22.92,158,2,3.4,one-year,0,3,4.0,referral,C,0
33,55.2,322,3,15.9,one-year,0,1,4.0,partner,C,0
22,61.29,479,9,5.8,month-to-month,0,5,9.0,ads,C,1
65,133.52,603,5,3.3,two-year,1,4,8.0,ads,A,0
27,148.84,490,4,3.1,month-to-month,0,2,5.0,partner,B,0
1,73.95,344,7,9.4,month-to-month,0,3,5.0,ads,B,1
37,102.25,576,2,6.9,month-to-month,1,5,7.0,ads,A,0
51,92.48,458,2,4.2,month-to-month,0,1,6.0,ads,B,0
44,146.32,394,2,0.7,one-year,1,4,7.0,referral,A,0
72,137.7,391,2,5.8,month-to-month,1,3,6.0,organic,B,0
60,82.52,472,1,2.6,month-to-month,1,4,6.0,organic,A,0
47,101.7,477,1,11.4,one-year,1,3,6.0,referral,C,0
35,22.68,265,4,3.1,month-to-month,1,3,9.0,ads,A,0
15,75.85,374,3,4.0,month-to-month,0,3,2.0,organic,A,1
43,82.39,395,0,2.9,one-year,0,3,7.0,ads,B,0
54,21.88,340,2,0.0,one-year,0,4,7.0,partner,B,0
31,38.54,584,4,15.7,month-to-month,0,3,3.0,organic,C,0
21,90.54,500,5,4.6,month-to-month,1,3,4.0,ads,A,1
29,119.67,279,4,10.7,month-to-month,0,2,1.0,partner,C,0
39,137.73,601,5,9.8,two-year,0,2,4.0,organic,B,0
32,31.14,519,1,0.0,two-year,0,3,6.0,organic,A,0
54,74.43,321,4,7.2,month-to-month,0,1,5.0,ads,A,1
1,112.46,294,6,7.6,month-to-month,0,2,1.0,ads,C,1
50,116.83,395,3,9.2,month-to-month,0,3,6.0,partner,B,0
49,30.31,231,1,1.4,month-to-month,1,2,10.0,organic,B,0
51,65.68,567,5,1.3,one-year,0,3,6.0,referral,B,0
39,34.18,349,2,6.8,month-to-month,0,4,7.0,ads,B,0
40,95.53,507,1,6.6,month-to-month,0,4,5.0,partner,C,1
60,89.56,404,0,0.0,one-year,0,2,6.0,ads,B,0
39,20.73,356,2,0.0,month-to-month,0,1,5.0,referral,C,0
47,69.9,461,4,2.4,month-to-month,1,4,10.0,referral,B,0
54,55.55,438,7,4.9,month-to-month,0,3,4.0,referral,C,1
18,125.83,382,1,6.2,month-to-month,1,1,5.0,referral,B,0
66,139.86,399,1,1.8,two-year,1,4,10.0,ads,A,0
36,70.13,523,6,10.7,month-to-month,0,2,10.0,organic,A,1
47,51.26,310,4,10.2,month-to-month,1,2,6.0,ads,B,1
28,122.55,666,5,10.8,one-year,0,1,1.0,ads,A,1
42,147.58,441,2,1.7,month-to-month,1,4,4.0,referral,C,0
70,61.68,421,0,0.0,month-to-month,1,1,10.0,referral,C,0
46,26.46,470,0,5.2,two-year,0,4,10.0,organic,B,0
72,114.39,389,0,0.0,one-year,0,6,8.0,referral,A,0
32,115.11,299,4,2.2,month-to-month,0,4,6.0,ads,C,0
9,63.39,477,9,7.6,two-year,0,2,7.0,ads,C,1
1,93.29,421,4,1.7,month-to-month,0,3,3.0,ads,C,1
61,30.62,509,2,0.0,two-year,1,6,5.0,referral,A,0
44,107.69,425,4,0.1,month-to-month,0,4,9.0,ads,B,0
60,112.3,332,3,2.8,month-to-month,0,1,5.0,ads,A,0
36,46.57,381,2,7.8,one-year,1,3,10.0,organic,C,0
25,123.07,521,4,6.6,two-year,0,1,4.0,ads,A,0
25,24.2,380,4,0.2,month-to-month,1,1,7.0,referral,A,0
27,126.07,564,3,4.3,one-year,1,4,8.0,referral,B,0
69,132.48,341,1,5.5,month-to-month,1,6,9.0,organic,B,0
18,27.81,409,4,0.0,month-to-month,1,3,7.0,partner,A,0
27,134.94,605,1,8.8,month-to-month,0,1,5.0,ads,C,1
43,114.69,464,2,2.0,one-year,0,4,8.0,referral,C,0
48,63.28,602,2,1.9,two-year,1,5,9.0,organic,B,0
43,23.79,565,4,0.0,two-year,0,2,4.0,referral,A,0
28,142.98,87,2,1.0,month-to-month,0,4,5.0,organic,C,1
48,69.4,331,3,6.6,one-year,0,1,1.0,organic,A,0
65,105.02,660,5,0.0,two-year,1,3,8.0,ads,C,0
29,52.02,332,1,13.3,one-year,0,1,5.0,referral,A,1
72,142.82,476,1,3.4,month-to-month,0,4,9.0,referral,B,0
30,45.2,557,1,7.6,one-year,0,2,7.0,ads,B,0
50,45.95,607,1,0.5,month-to-month,1,3,6.0,partner,A,0
71,133.46,367,2,1.6,one-year,1,6,8.0,partner,A,0
37,31.54,520,5,0.0,one-year,0,4,7.0,referral,B,0
19,130.15,538,5,0.6,one-year,1,4,6.0,organic,A,0
1,40.82,271,9,3.4,month-to-month,1,2,7.0,ads,A,0
67,110.63,551,2,5.2,month-to-month,0,1,10.0,ads,C,0
22,68.46,549,3,12.4,two-year,0,2,8.0,organic,A,0
29,64.87,435,2,8.6,one-year,0,2,6.0,partner,C,0
15,118.37,527,4,12.4,two-year,0,3,8.0,partner,A,0
38,112.94,576,4,10.1,one-year,0,3,8.0,organic,A,0
1,66.38,343,9,11.6,month-to-month,0,2,1.0,organic,C,1
21,37.94,585,3,2.3,one-year,0,4,8.0,ads,B,0
43,67.27,685,3,4.7,one-year,0,2,8.0,referral,A,0
4,103.86,732,8,6.1,month-to-month,0,5,7.0,partner,C,1
34,20.19,410,1,7.3,two-year,1,1,8.0,ads,B,0
72,131.5,576,0,0.0,two-year,1,3,9.0,ads,A,0
55,143.46,414,4,0.5,month-to-month,0,4,10.0,organic,A,0
58,134.06,269,0,0.0,one-year,1,3,10.0,organic,B,0
44,104.11,415,5,10.0,one-year,0,3,6.0,organic,A,1
44,79.41,471,0,0.0,month-to-month,0,3,9.0,referral,B,0
57,30.16,389,3,10.8,two-year,1,3,7.0,organic,A,0
16,113.94,298,1,9.2,month-to-month,0,3,6.0,ads,A,0
6,71.54,491,9,11.2,one-year,0,1,3.0,ads,A,1
52,57.57,719,1,2.1,one-year,1,4,8.0,partner,A,0
70,62.96,386,1,0.0,month-to-month,0,6,8.0,referral,A,0
46,23.8,457,5,5.7,one-year,1,3,4.0,ads,C,0
32,90.93,422,2,7.8,month-to-month,0,1,4.0,organic,C,1
31,119.1,522,4,16.4,month-to-month,1,1,8.0,ads,B,0
46,126.76,423,4,6.7,one-year,1,2,7.0,referral,A,0
15,127.28,461,1,1.6,month-to-month,1,4,2.0,referral,B,0
1,29.45,565,7,14.9,month-to-month,1,4,5.0,partner,C,1
32,141.1,574,1,0.0,month-to-month,1,4,8.0,ads,B,0
24,132.15,660,3,3.2,month-to-month,1,2,3.0,ads,C,0
19,34.71,384,1,3.9,month-to-month,0,1,5.0,ads,A,0
53,30.08,346,3,0.0,one-year,1,3,6.0,referral,A,0
34,133.28,170,4,2.4,month-to-month,1,3,5.0,ads,C,0
32,141.69,388,4,0.0,month-to-month,1,2,8.0,organic,B,0
15,89.42,340,4,0.0,month-to-month,0,4,6.0,organic,B,0
47,77.19,446,0,0.1,one-year,0,2,7.0,referral,B,0
2,111.17,397,3,0.0,two-year,1,3,9.0,referral,A,0
36,111.21,144,3,5.0,month-to-month,0,3,8.0,ads,C,0
22,109.2,218,3,8.9,month-to-month,0,1,2.0,organic,A,1
35,135.87,320,4,6.6,month-to-month,1,3,5.0,partner,C,0
23,96.23,387,1,0.0,one-year,1,5,8.0,organic,C,0
40,51.73,718,4,8.2,month-to-month,1,4,5.0,referral,B,0
28,120.39,422,5,4.0,month-to-month,1,3,10.0,ads,A,0
45,99.84,429,0,0.0,one-year,0,3,9.0,referral,B,0
59,107.55,363,2,1.8,one-year,1,3,7.0,organic,B,0
67,91.96,326,3,2.9,one-year,1,3,5.0,partner,B,0
31,92.91,503,5,10.8,month-to-month,0,3,7.0,referral,B,0
1,81.85,574,8,16.2,month-to-month,0,1,2.0,ads,A,1
37,61.75,686,4,3.0,one-year,0,3,7.0,ads,A,0
46,48.29,494,4,5.6,month-to-month,0,2,4.0,referral,B,1
50,43.53,369,5,1.2,two-year,1,3,7.0,ads,B,0
72,143.25,462,2,14.3,one-year,0,4,5.0,organic,B,1
21,143.7,533,2,3.9,month-to-month,0,1,6.0,ads,B,1
18,140.18,516,5,14.1,month-to-month,0,2,2.0,ads,A,1
48,137.57,447,7,17.5,two-year,1,2,7.0,ads,C,1
64,33.21,462,3,3.8,one-year,1,2,6.0,organic,A,0
27,71.77,479,1,0.0,one-year,1,6,9.0,referral,B,0
35,137.3,327,3,10.3,month-to-month,1,2,6.0,organic,C,0
62,48.77,154,1,1.0,one-year,1,4,10.0,organic,C,0
72,139.18,428,0,0.0,one-year,1,4,10.0,referral,C,0
37,146.65,527,4,13.5,one-year,1,3,7.0,partner,C,0
35,140.75,233,3,0.0,one-year,1,2,4.0,ads,B,0
12,85.43,333,2,12.0,two-year,0,3,4.0,organic,C,1
72,100.16,122,1,0.5,month-to-month,1,3,10.0,organic,B,0
49,139.74,337,9,0.0,month-to-month,0,1,5.0,partner,A,1
27,108.73,232,0,6.6,month-to-month,0,3,7.0,ads,A,0
24,143.55,84,8,0.0,month-to-month,1,3,3.0,partner,B,1
49,92.79,297,2,1.7,month-to-month,0,4,6.0,ads,B,0
69,101.55,355,1,0.0,month-to-month,1,3,10.0,organic,C,0
10,71.35,366,5,5.7,month-to-month,0,5,6.0,ads,C,1
23,52.02,357,3,7.8,month-to-month,0,3,8.0,ads,B,0
14,22.27,404,2,5.0,month-to-month,1,4,8.0,organic,A,0
61,53.96,640,5,2.5,month-to-month,1,4,7.0,referral,A,1
24,67.27,342,5,9.7,month-to-month,0,3,4.0,partner,A,1
9,110.52,612,8,12.5,month-to-month,0,3,2.0,partner,A,1
72,75.37,637,3,0.0,month-to-month,0,4,8.0,partner,B,0
48,44.95,366,2,2.9,month-to-month,0,4,10.0,ads,B,0
13,58.94,253,3,6.6,month-to-month,0,2,2.0,ads,B,1
32,66.03,469,2,9.3,one-year,1,3,5.0,ads,A,1
56,58.41,627,2,0.0,one-year,0,3,7.0,ads,A,0
72,33.11,85,0,2.5,one-year,1,4,10.0,referral,B,0
52,58.19,386,0,0.5,month-to-month,0,5,10.0,ads,B,0
26,66.52,438,5,6.5,month-to-month,0,4,7.0,referral,A,0
53,137.26,644,4,6.4,one-year,1,4,7.0,organic,B,0
53,31.43,184,3,0.0,one-year,1,2,6.0,ads,C,0
29,21.43,470,1,0.0,one-year,1,3,9.0,referral,A,0
48,114.01,514,3,4.4,month-to-month,0,2,7.0,referral,A,0
32,64.06,309,5,5.9,month-to-month,1,4,6.0,organic,B,1
52,132.21,453,0,6.1,two-year,0,5,9.0,ads,A,0
51,53.97,461,6,5.9,month-to-month,1,1,8.0,organic,A,0
44,59.58,577,2,2.0,two-year,1,5,5.0,organic,A,0
42,135.32,592,3,12.2,month-to-month,0,4,6.0,ads,B,0
30,81.0,463,8,9.7,two-year,0,3,7.0,ads,A,0
3,20.51,445,7,2.7,month-to-month,0,4,6.0,ads,B,1
21,53.86,254,2,8.9,month-to-month,1,2,6.0,referral,A,0
27,115.72,429,7,8.9,month-to-month,1,2,5.0,ads,C,0
16,108.58,427,1,3.4,month-to-month,1,4,4.0,ads,A,0
43,146.42,308,5,7.1,month-to-month,0,3,1.0,ads,A,1
62,144.23,531,2,0.0,month-to-month,1,6,9.0,referral,A,0
65,125.03,465,2,2.4,one-year,1,3,6.0,organic,A,0
17,120.86,456,4,8.9,month-to-month,0,1,4.0,ads,B,1
56,75.85,491,1,4.9,two-year,1,3,7.0,organic,C,0
48,36.89,305,1,4.2,one-year,0,4,10.0,organic,B,0
51,137.59,229,2,2.2,two-year,1,6,6.0,referral,B,0
34,127.42,496,1,0.7,month-to-month,0,2,5.0,organic,C,1
72,94.48,228,0,0.0,two-year,1,4,10.0,organic,B,0
45,144.25,687,2,11.7,month-to-month,0,1,8.0,organic,C,0
27,141.11,405,5,5.5,month-to-month,1,2,7.0,ads,B,0
36,103.39,393,4,0.0,month-to-month,1,3,6.0,partner,A,0
57,71.95,538,1,0.0,two-year,1,1,10.0,ads,B,0
26,121.64,463,4,3.5,one-year,0,3,4.0,partner,B,1
27,116.16,646,2,3.0,month-to-month,0,2,6.0,organic,A,1
32,115.63,548,1,2.9,month-to-month,0,3,9.0,ads,A,0
27,60.27,432,3,13.6,month-to-month,1,4,6.0,referral,A,0
44,93.14,353,8,3.0,one-year,0,2,5.0,partner,A,0
14,46.35,582,0,8.7,one-year,1,3,7.0,organic,B,0
46,139.14,273,7,7.3,month-to-month,1,2,5.0,organic,B,0
28,81.06,409,4,10.9,month-to-month,0,3,5.0,ads,B,1
43,145.03,412,2,4.8,one-year,1,3,10.0,referral,A,0
16,138.79,371,7,2.7,month-to-month,1,4,5.0,partner,B,0
1,129.11,753,5,6.6,month-to-month,0,3,1.0,ads,A,1
22,95.77,638,1,6.4,month-to-month,1,5,7.0,organic,C,0
53,109.96,534,3,0.0,one-year,0,4,10.0,referral,A,0
14,99.85,768,1,15.8,month-to-month,0,2,3.0,organic,C,1
57,30.25,578,2,3.5,two-year,1,4,4.0,partner,B,0
14,98.58,455,5,3.4,one-year,0,4,6.0,organic,A,1
67,42.39,371,2,3.2,month-to-month,1,6,10.0,partner,A,0
32,106.48,283,3,2.8,one-year,1,6,8.0,ads,A,0
17,116.18,328,3,2.3,month-to-month,1,3,9.0,referral,C,0
25,99.87,431,4,10.0,one-year,1,3,7.0,organic,C,0
25,147.67,262,5,0.0,one-year,1,3,8.0,ads,A,0
20,51.61,220,4,3.8,month-to-month,0,2,6.0,organic,A,1
33,106.71,567,2,9.3,month-to-month,0,4,7.0,partner,A,0
35,67.79,236,3,1.3,month-to-month,1,1,6.0,ads,A,0
56,56.56,413,5,0.0,one-year,0,4,6.0,referral,B,0
43,73.81,534,4,7.5,one-year,1,4,5.0,ads,C,0
50,149.46,410,7,2.3,month-to-month,0,4,6.0,ads,A,1
22,107.13,304,4,19.2,one-year,0,3,1.0,partner,B,1
53,104.91,531,2,0.0,month-to-month,0,1,9.0,ads,B,0
21,76.63,287,1,2.3,two-year,1,5,5.0,organic,A,1
29,70.11,557,3,8.4,month-to-month,1,2,5.0,organic,A,0
68,80.41,374,2,0.0,two-year,1,5,10.0,organic,A,0
59,107.77,499,8,4.0,month-to-month,0,3,5.0,organic,B,1
34,56.63,455,1,11.6,month-to-month,1,2,1.0,partner,B,0
65,60.9,588,6,1.1,two-year,1,4,7.0,organic,A,0
25,129.59,354,5,0.0,one-year,1,5,4.0,referral,A,0
36,122.05,498,3,1.1,one-year,0,3,8.0,organic,B,0
37,125.99,318,5,0.0,month-to-month,0,3,4.0,organic,A,1
59,125.58,275,4,1.5,month-to-month,1,2,10.0,referral,B,1
31,70.76,460,5,9.2,one-year,1,4,6.0,ads,B,0
41,85.7,520,1,0.0,month-to-month,1,1,7.0,organic,B,0
23,23.25,500,6,12.5,month-to-month,0,1,1.0,ads,A,1
14,95.24,481,6,0.0,month-to-month,0,1,6.0,organic,B,1
72,41.25,422,1,6.4,one-year,1,4,9.0,partner,B,0
14,67.27,567,3,10.8,two-year,0,2,3.0,ads,B,0
1,132.82,322,2,3.8,two-year,1,3,6.0,partner,A,0
31,67.38,291,1,0.1,one-year,1,4,5.0,partner,B,0
47,82.67,492,2,5.6,month-to-month,0,2,4.0,ads,B,0
18,61.47,347,4,11.8,month-to-month,0,2,3.0,ads,B,1
44,126.18,303,7,9.0,month-to-month,0,1,5.0,organic,A,1
38,52.54,503,0,0.0,two-year,0,4,7.0,organic,B,0
33,20.66,550,6,9.0,month-to-month,0,3,6.0,organic,A,0
11,40.83,440,5,5.5,month-to-month,0,3,7.0,referral,A,1
3,142.22,202,1,0.0,two-year,1,3,6.0,partner,B,0
51,53.14,703,1,0.0,one-year,0,3,6.0,referral,B,0
53,45.27,554,1,5.1,month-to-month,0,3,5.0,ads,B,0
34,79.65,130,3,6.6,month-to-month,1,4,8.0,referral,C,0
42,51.95,202,3,2.4,month-to-month,1,4,8.0,ads,A,0
67,71.06,449,1,5.9,month-to-month,1,4,10.0,referral,A,0
58,43.17,489,5,7.9,month-to-month,1,4,10.0,organic,A,0
27,134.03,330,3,4.3,month-to-month,0,2,5.0,ads,C,0
25,41.69,438,6,0.7,month-to-month,1,2,7.0,ads,B,0
70,39.48,515,2,9.9,month-to-month,0,5,7.0,organic,B,0
32,122.08,508,4,6.1,month-to-month,0,2,6.0,ads,A,1
22,107.56,291,3,6.6,one-year,0,1,6.0,partner,B,0
1,78.68,688,6,6.0,month-to-month,0,1,4.0,ads,A,1
34,74.55,630,6,13.9,month-to-month,0,1,4.0,partner,A,1
25,44.09,537,4,0.0,month-to-month,1,1,8.0,ads,C,0
59,127.88,299,2,5.7,month-to-month,1,2,7.0,ads,C,0
1,110.3,571,0,4.6,month-to-month,1,1,7.0,partner,B,1
57,98.36,303,3,3.3,month-to-month,0,3,7.0,ads,C,0
32,45.11,512,7,4.4,one-year,0,2,5.0,organic,A,1
37,120.68,467,6,11.3,month-to-month,1,4,9.0,ads,C,0
19,75.25,528,6,10.9,month-to-month,1,3,2.0,partner,B,1
72,118.65,366,0,0.0,two-year,1,6,7.0,organic,B,0
30,136.94,594,6,0.5,month-to-month,1,2,6.0,ads,B,0
20,84.97,463,8,10.5,one-year,1,2,7.0,ads,B,0
1,117.46,323,2,3.4,month-to-month,0,4,5.0,organic,A,1
46,54.54,512,2,2.5,two-year,0,4,9.0,organic,B,0
32,66.54,474,4,5.4,month-to-month,0,3,6.0,organic,A,0
7,124.59,534,5,6.7,two-year,1,4,5.0,ads,B,0
45,24.09,345,2,0.0,month-to-month,0,5,9.0,partner,C,1
28,120.43,387,3,2.5,one-year,0,1,7.0,referral,A,1
42,64.25,448,1,2.4,month-to-month,1,3,6.0,organic,B,0
35,148.25,343,1,6.7,month-to-month,0,3,6.0,ads,C,0
42,141.25,328,8,11.1,month-to-month,1,1,6.0,referral,A,1
51,89.6,254,1,4.3,two-year,1,2,7.0,ads,C,0
21,31.01,421,1,6.7,two-year,0,3,9.0,partner,C,0
49,112.43,337,0,0.0,month-to-month,1,5,10.0,organic,B,0
36,32.33,334,3,11.1,one-year,1,3,8.0,referral,B,0
18,34.33,343,1,2.2,month-to-month,1,2,10.0,ads,C,0
22,64.72,236,3,10.2,month-to-month,0,2,4.0,organic,B,1
72,118.25,347,1,0.0,one-year,1,4,8.0,organic,C,0
35,52.49,442,2,6.3,one-year,1,2,8.0,referral,A,0
20,139.54,336,4,6.7,month-to-month,1,2,7.0,ads,B,0
26,75.22,231,2,3.1,one-year,0,2,5.0,ads,A,0
21,117.16,541,2,6.4,month-to-month,1,1,5.0,organic,A,0
33,44.8,383,6,10.9,one-year,1,1,6.0,ads,C,1
49,62.62,401,2,3.3,month-to-month,0,3,4.0,organic,A,0
29,74.13,302,2,6.0,one-year,0,2,6.0,referral,C,0
31,47.49,304,1,0.0,one-year,1,5,6.0,ads,C,0
41,138.33,436,3,0.5,two-year,1,3,7.0,referral,A,0
21,135.71,157,2,0.1,month-to-month,0,3,2.0,partner,C,0
16,72.55,176,2,4.8,month-to-month,1,3,2.0,organic,A,1
21,145.36,477,1,2.4,month-to-month,0,2,6.0,referral,C,0
72,33.87,462,2,0.0,one-year,1,3,10.0,referral,C,0
29,20.52,302,4,5.6,one-year,0,3,7.0,organic,B,0
46,123.98,372,1,7.1,two-year,0,3,7.0,referral,A,0
39,47.99,339,4,5.2,month-to-month,0,3,5.0,ads,A,0
64,119.22,249,2,0.0,one-year,1,3,10.0,referral,C,0
1,114.7,384,2,7.1,month-to-month,0,2,1.0,ads,A,1
12,139.59,377,4,5.2,month-to-month,1,4,2.0,ads,A,1
8,50.75,559,5,4.8,month-to-month,1,3,4.0,partner,A,1
12,144.5,258,9,1.9,month-to-month,0,2,2.0,partner,A,1
29,31.61,759,3,9.4,two-year,0,3,9.0,referral,A,0
32,128.87,271,5,7.4,month-to-month,1,2,7.0,ads,C,0
64,71.9,485,2,0.5,one-year,0,4,9.0,referral,B,0
7,24.22,426,1,0.0,one-year,1,1,5.0,referral,B,0
62,69.39,750,1,0.0,two-year,1,4,10.0,ads,C,0
61,130.58,522,3,5.0,month-to-month,1,2,6.0,ads,C,0
41,95.72,507,2,5.7,two-year,1,4,10.0,partner,C,0
18,20.41,583,5,4.6,month-to-month,0,5,5.0,organic,B,1
57,102.07,400,1,7.7,month-to-month,0,3,8.0,referral,A,0
34,32.78,353,9,3.8,two-year,0,5,4.0,ads,A,1
26,77.58,491,0,10.1,month-to-month,0,2,5.0,partner,B,1
61,39.79,369,4,0.0,two-year,0,3,9.0,ads,A,0
40,105.15,403,3,0.0,one-year,1,3,10.0,referral,C,0
22,143.34,543,4,2.1,month-to-month,0,5,3.0,ads,B,0
7,23.03,240,7,13.5,month-to-month,0,3,2.0,ads,B,1
17,29.43,428,2,6.5,month-to-month,1,2,5.0,referral,A,0
69,120.79,398,0,0.0,month-to-month,1,5,7.0,organic,A,0
39,32.92,380,1,0.5,month-to-month,0,2,5.0,partner,B,0
62,137.69,486,1,0.5,one-year,1,5,5.0,referral,A,0
70,131.82,223,1,0.0,one-year,1,3,4.0,referral,C,0
33,149.88,309,1,0.6,month-to-month,0,4,6.0,ads,A,0
33,47.95,360,6,10.5,month-to-month,1,3,5.0,organic,A,1
14,119.55,247,8,8.2,month-to-month,0,2,2.0,partner,B,1
49,106.7,571,3,0.0,one-year,0,1,8.0,referral,A,0
19,75.59,335,3,7.7,month-to-month,1,3,4.0,ads,B,1
23,69.47,679,2,0.0,month-to-month,0,5,10.0,referral,C,0
29,117.51,357,3,5.5,two-year,0,3,5.0,ads,C,0
